label,sms
ok,(W896)ร้าน (K124) ลูกชิ้นทอด 1 บาท ล็อค  ได้ทำอาหาร ฮอตด็อกแดง 10 ชิ้น เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวนวรัตน์ ปะทีปะรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=896&SId=102&wid=16
ok,(W896)ร้าน บาร์บีคิว 10 บาท ล็อค  ได้ทำอาหาร บาร์บีคิวเนื้อ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวนวรัตน์ ปะทีปะรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=896&SId=13&wid=16
ok,(W896)ร้าน บาร์บีคิว 10 บาท ล็อค  ได้ทำอาหาร บาร์บีคิวหมูติดมัน  เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวนวรัตน์ ปะทีปะรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=896&SId=13&wid=16
ok,(W897)มีรายการสั่งอาหารล็อค TA34:TA33:TA32:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=4&wid=13
ok,(W897)มีรายการสั่งอาหารล็อค TL21:TL22:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=38&wid=13
ok,(W897)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=114&wid=13
ok,(W897)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=135&wid=13
ok,(W897)ร้าน (I091) ปลานึ่ง ปลาซาบะ ล็อค  ได้ทำอาหาร ปลานึ่ง ตัวเล็ก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณอำนวย เอี่ยมเพชรไพลินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=135&wid=13
ok,(W897)ร้าน (K043) เนื้อต้มบ้านสิงห์ ล็อค  ได้ทำอาหาร ต้มยำเนื้อ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณอำนวย เอี่ยมเพชรไพลินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=114&wid=13
ok,(W897)ร้าน ครัวคุณย่า ล็อค  ได้ทำอาหาร ข้าวเปล่า เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณอำนวย เอี่ยมเพชรไพลินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=4&wid=13
ok,(W897)ร้าน น้ำเต้าหู้ อิคคิว ล็อค  ได้ทำอาหาร น้ำเต้าหู้งาดำ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณอำนวย เอี่ยมเพชรไพลินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=897&SId=38&wid=13
ok,(W898)มีรายการสั่งอาหารล็อค TB50:TB51:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=898&SId=46&wid=16
ok,(W898)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร ข้าวผัดกะเพรา เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว วัชราภรณ์ สารทนงค์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=898&SId=46&wid=16
ok,(W899)มีรายการสั่งอาหารล็อค TB50:TB51:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=46&wid=18
ok,(W899)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=61&wid=18
ok,(W899)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=75&wid=18
ok,(W899)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=99&wid=18
ok,(W899)ร้าน (J013) ปิยะเซฟวัน ราดหน้ายอดผัก ล็อค  ได้ทำอาหาร ราดหน้าหมูหมัก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=75&wid=18
ok,(W899)ร้าน (K091) อาเล็ก ก๋วยเตี๋ยวเรือมะระสด ล็อค  ได้ทำอาหาร ก๋วยเตี๋ยวหมูตุ๋นมะระ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=61&wid=18
ok,(W899)ร้าน (K242) ผัดไทยหอยทอด ล็อค  ได้ทำอาหาร ผัดไทยวุ้นเส้นกุ้งสด เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=99&wid=18
ok,(W899)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร ข้าวผัดกะเพรา เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=899&SId=46&wid=18
ok,(W900)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=900&SId=54&wid=16
ok,(W900)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=900&SId=99&wid=16
ok,(W900)ร้าน (I391) บิ๊กแอ๊ดตำแซ่บ ล็อค  ได้ทำอาหาร ตำปูปลาร้า เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณน.ส ชยาภัสร์ เทียบผารายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=900&SId=54&wid=16
ok,(W900)ร้าน (K242) ผัดไทยหอยทอด ล็อค  ได้ทำอาหาร ผัดไทยวุ้นเส้นกุ้งสด เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณน.ส ชยาภัสร์ เทียบผารายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=900&SId=99&wid=16
ok,(W901)มีรายการสั่งอาหารล็อค TA06:TA05:TA04:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=901&SId=35&wid=13
ok,(W901)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=901&SId=102&wid=13
ok,(W901)ร้าน (K124) ลูกชิ้นทอด 1 บาท ล็อค  ได้ทำอาหาร ลูกชิ้นปลาระเบิด 10 ชิ้น เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณวชิระ เอี่ยมณรงค์ฤทธิ์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=901&SId=102&wid=13
ok,(W901)ร้าน ข้าวคลุก+ข้าวแกง ล็อค  ได้ทำอาหาร ข้าวคลุกน้ำพริก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณวชิระ เอี่ยมณรงค์ฤทธิ์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=901&SId=35&wid=13
ok,(W902)มีรายการสั่งอาหารล็อค TA06:TA05:TA04:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=902&SId=35&wid=16
ok,(W902)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=902&SId=118&wid=16
ok,(W902)ร้าน (I163) ใบตองจ้า ล็อค  ได้ทำอาหาร ยำแหนม เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวมาลิษา กิริมิตรรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=902&SId=118&wid=16
ok,(W902)ร้าน (I163) ใบตองจ้า ล็อค  ได้ทำอาหาร ยำมะม่วงปลากรอบ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวมาลิษา กิริมิตรรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=902&SId=118&wid=16
ok,(W902)ร้าน ข้าวคลุก+ข้าวแกง ล็อค  ได้ทำอาหาร ข้าวคลุกน้ำพริก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวมาลิษา กิริมิตรรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=902&SId=35&wid=16
ok,(W903)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=903&SId=71&wid=18
ok,(W903)ร้าน (I174) อาณาจักรสับปะรดภูแล ล็อค  ได้ทำอาหาร สับปะรด เล็ก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนายพิเชฐพงศ์ ไชยจันทร์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=903&SId=71&wid=18
ok,(W904)มีรายการสั่งอาหารล็อค TB50:TB51:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=904&SId=46&wid=18
ok,(W904)มีรายการสั่งอาหารล็อค TL38:TL39:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=904&SId=34&wid=18
ok,(W904)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=904&SId=52&wid=18
ok,(W904)ร้าน (I131)​ ขนมไทยแม่ณีต ล็อค  ได้ทำอาหาร เม็ดขนุน เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว หทัยรัตน์ แก้วก่องรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=904&SId=52&wid=18
ok,(W904)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร ข้าวผัดกะเพรา เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว หทัยรัตน์ แก้วก่องรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=904&SId=46&wid=18
ok,(W904)ร้าน น้องมายด์ยำขนมจีน ล็อค  ได้ทำอาหาร ยำขนมจีน ธรรมดา เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว หทัยรัตน์ แก้วก่องรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=904&SId=34&wid=18
ok,(W905)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=905&SId=109&wid=13
ok,(W905)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=905&SId=75&wid=13
ok,(W905)ร้าน (J013) ปิยะเซฟวัน ราดหน้ายอดผัก ล็อค  ได้ทำอาหาร ราดหน้าหมูหมัก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวกิตติยา พันธ์ดีรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=905&SId=75&wid=13
ok,(W905)ร้าน (K131) ข้าวคลุกกะปิ ล็อค  ได้ทำอาหาร ข้าวคลุกกะปิหมู เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวกิตติยา พันธ์ดีรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=905&SId=109&wid=13
ok,(W906)มีรายการสั่งอาหารล็อค TB50:TB51:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=906&SId=46&wid=16
ok,(W906)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=906&SId=142&wid=16
ok,(W906)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=906&SId=75&wid=16
ok,(W906)ร้าน (J013) ปิยะเซฟวัน ราดหน้ายอดผัก ล็อค  ได้ทำอาหาร ราดหน้าหมูหมัก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว อัจฉรา หวานสูงเนินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=906&SId=75&wid=16
ok,(W906)ร้าน (K191) ร้านอิ่มท้อง ล็อค  ได้ทำอาหาร ข้าวมันไก่ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว อัจฉรา หวานสูงเนินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=906&SId=142&wid=16
ok,(W906)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร ข้าวผัดกะเพรา เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว อัจฉรา หวานสูงเนินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=906&SId=46&wid=16
ok,(W907)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=907&SId=62&wid=13
ok,(W907)ร้าน (I346)​ ป้าจ๋ายำหอยมารยาทงาม ล็อค  ได้ทำอาหาร ยำปูม้า เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณกานดา  สุสิลานุรักษ์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=907&SId=62&wid=13
ok,(W908)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=908&SId=24&wid=18
ok,(W908)ร้าน (I241)​ เปรี้ยวแซ่บ มะม่วงน้ำปลาหวาน ล็อค  ได้ทำอาหาร ฝรั่ง เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณกานดา  สุสิลานุรักษ์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=908&SId=24&wid=18
ok,(W909)มีรายการสั่งอาหารล็อค TB50:TB51:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=909&SId=46&wid=13
ok,(W909)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร ข้าวผัดกะเพรา เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณจุฑาธิป ทองศรีรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=909&SId=46&wid=13
ok,(W910)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=910&SId=117&wid=18
ok,(W910)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=910&SId=99&wid=18
ok,(W910)ร้าน (I064) ไส้กรอกอีสาน ล็อค  ได้ทำอาหาร ไส้กรอกหมูวุ้นเส้น เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสุจิตรา พ่วงอินทร์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=910&SId=117&wid=18
ok,(W910)ร้าน (K242) ผัดไทยหอยทอด ล็อค  ได้ทำอาหาร ผัดไทยวุ้นเส้นกุ้งสดห่อใข่ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสุจิตรา พ่วงอินทร์รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=910&SId=99&wid=18
ok,(W911)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=911&SId=118&wid=16
ok,(W911)ร้าน (I163) ใบตองจ้า ล็อค  ได้ทำอาหาร เมี่ยงคำโบราณ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวนวรัตน์ ปะทีปะรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=911&SId=118&wid=16
ok,(W911)ร้าน (I163) ใบตองจ้า ล็อค  ได้ทำอาหาร ยำแหนม เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวนวรัตน์ ปะทีปะรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=911&SId=118&wid=16
ok,(W912)มีรายการสั่งอาหารล็อค TA44:TA45:TA46:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=912&SId=36&wid=18
ok,(W912)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=912&SId=59&wid=18
ok,(W912)ร้าน (I063) ยำเศรษฐี ล็อค  ได้ทำอาหาร ต้มยำปลาทับทิม เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนายวิชาญ ลิ้มขุนทดรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=912&SId=59&wid=18
ok,(W912)ร้าน (I063) ยำเศรษฐี ล็อค  ได้ทำอาหาร ยำไส้ตัน เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนายวิชาญ ลิ้มขุนทดรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=912&SId=59&wid=18
ok,(W912)ร้าน นิวไก่ทอด ล็อค  ได้ทำอาหาร ข้าวเหนียว เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนายวิชาญ ลิ้มขุนทดรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=912&SId=36&wid=18
ok,(W913)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=913&SId=56&wid=13
ok,(W913)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=913&SId=69&wid=13
ok,(W913)ร้าน (J051) M2 PATTAYA ล็อค  ได้ทำอาหาร น้ำดื่ม ขวดเล็ก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณมณฑล โค้วกิมชุนรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=913&SId=56&wid=13
ok,(W913)ร้าน (J101) ป.ข้าวผัดปู ล็อค  ได้ทำอาหาร ข้าวผัดขี้เมากุ้ง เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณมณฑล โค้วกิมชุนรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=913&SId=69&wid=13
ok,(W914)มีรายการสั่งอาหารล็อค TA06:TA05:TA04:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=35&wid=16
ok,(W914)มีรายการสั่งอาหารล็อค TE65:TE66:TE67:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=45&wid=16
ok,(W914)มีรายการสั่งอาหารล็อค TH51:TH52:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=31&wid=16
ok,(W914)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=56&wid=16
ok,(W914)ร้าน (J051) M2 PATTAYA ล็อค  ได้ทำอาหาร โค้กแก้วใหญ่ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณปิยะพงศ์ พินปรุรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=56&wid=16
ok,(W914)ร้าน ข้าวคลุก+ข้าวแกง ล็อค  ได้ทำอาหาร ข้าวคลุกน้ำพริก เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณปิยะพงศ์ พินปรุรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=35&wid=16
ok,(W914)ร้าน ข้าวคลุก+ข้าวแกง ล็อค  ได้ทำอาหาร ปลาทูทอด เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณปิยะพงศ์ พินปรุรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=35&wid=16
ok,(W914)ร้าน บัวลอยร้อยล้าน ล็อค  ได้ทำอาหาร บัวลอย เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณปิยะพงศ์ พินปรุรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=45&wid=16
ok,(W914)ร้าน หมูถืกตอก หมูทอด ล็อค  ได้ทำอาหาร ข้าวเหนียว เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณปิยะพงศ์ พินปรุรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=914&SId=31&wid=16
ok,(W915)มีรายการสั่งอาหารล็อค TL21:TL22:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=915&SId=38&wid=18
ok,(W915)ร้าน น้ำเต้าหู้ อิคคิว ล็อค  ได้ทำอาหาร น้ำเต้าหู้ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว ปริญดา บ.ป.สูงเนินรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=915&SId=38&wid=18
ok,(W916)มีรายการสั่งอาหารล็อค TA69:TA70:TA71:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=916&SId=49&wid=13
ok,(W916)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=916&SId=143&wid=13
ok,(W916)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=916&SId=52&wid=13
ok,(W916)ร้าน (I131)​ ขนมไทยแม่ณีต ล็อค  ได้ทำอาหาร เม็ดขนุน เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวปัทมพร ไทยกระโทกรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=916&SId=52&wid=13
ok,(W916)ร้าน (I201) อุ๊ผลไม้ ล็อค  ได้ทำอาหาร กล้วยหอม / แพ็ค เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวปัทมพร ไทยกระโทกรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=916&SId=143&wid=13
ok,(W916)ร้าน I Like Steak @ Korat ล็อค  ได้ทำอาหาร สเต็กหมู เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาวปัทมพร ไทยกระโทกรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=916&SId=49&wid=13
ok,(W917)มีรายการสั่งอาหารล็อค TB50:TB51:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=917&SId=46&wid=13
ok,(W917)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=917&SId=58&wid=13
ok,(W917)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=917&SId=75&wid=13
ok,(W917)ร้าน (J013) ปิยะเซฟวัน ราดหน้ายอดผัก ล็อค  ได้ทำอาหาร ราดหน้าทะเล เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=917&SId=75&wid=13
ok,(W917)ร้าน (K111) ผัดหมี่โคราชแม่เรณู ล็อค  ได้ทำอาหาร ยำหมูยอ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=917&SId=58&wid=13
ok,(W917)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร ข้าวผัดกะเพรา เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=917&SId=46&wid=13
ok,(W917)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร สุกี้ เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนางสาว กรรณิการ์ ดวงเลิศรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=917&SId=46&wid=13
ok,(W918)มีรายการสั่งอาหารล็อค TB50:TB51:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=918&SId=46&wid=16
ok,(W918)ร้าน (O040) เจ๊แดง อาหารตามสั่ง ก๋วยเตี๋ยว ล็อค  ได้ทำอาหาร ข้าวผัดพริกเผา  เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณนายทวีวัฒน์ ธนาชีวะรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=918&SId=46&wid=16
ok,(W919)มีรายการสั่งอาหารล็อค TK18:TK19:TK20:รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=919&SId=1&wid=18
ok,(W919)มีรายการสั่งอาหารล็อค รายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=919&SId=114&wid=18
ok,(W919)ร้าน (K043) เนื้อต้มบ้านสิงห์ ล็อค  ได้ทำอาหาร ต้มยำหมู เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณธนชาต บุญแสงส่งรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=919&SId=114&wid=18
ok,(W919)ร้าน เย็นจ้อย ล็อค  ได้ทำอาหาร น้ำเก๊กฮวย เรียบร้อยแล้ว กรุณาไปรับและนำไปส่งที่คุณธนชาต บุญแสงส่งรายละเอียดที่ https://services.saveone.co.th/webadmin/EditFoodTransaction2.aspx?Id=919&SId=1&wid=18
